0.8190,0.9980
0.8131,0.9981
0.8228,0.9976
0.8101,0.9970
0.8087,0.9988
0.8149,0.9980
0.8123,0.9993
0.8171,0.9988
0.8139,0.9973
0.8113,0.9978
0.8104,0.9980
0.8199,0.9976
0.8016,0.9970
0.8088,0.9975
0.8126,0.9975
0.8031,0.9961
0.8149,0.9978
0.8204,0.9973
0.8034,0.9961
0.8085,0.9980
0.8112,0.9968
0.8046,0.9952
0.8041,0.9960
0.7992,0.9967
0.8144,0.9970
0.8080,0.9983
0.8036,0.9963
0.8056,0.9978
0.8134,0.9975
0.8048,0.9980
0.8025,0.9975
0.8119,0.9983
0.8059,0.9954
0.8102,0.9975
0.8105,0.9978
0.8127,0.9970
0.8186,0.9973
0.8096,0.9980
0.8098,0.9983
0.8107,0.9970
0.8038,0.9958
0.8025,0.9969
0.8176,0.9978
0.8049,0.9975
0.8040,0.9975
0.8071,0.9976
0.8142,0.9976
0.8045,0.9973
0.8056,0.9968
0.7943,0.9960
0.8052,0.9970
0.8041,0.9978
0.8016,0.9970
0.8069,0.9980
0.7931,0.9973
0.8009,0.9965
0.8029,0.9985
0.8045,0.9973
0.8014,0.9972
0.8159,0.9966
0.8083,0.9975
0.8057,0.9983
0.8053,0.9975
0.8008,0.9976
0.8021,0.9980
0.8091,0.9988
0.8011,0.9978
0.8123,0.9983
0.8035,0.9967
0.8080,0.9944
0.8067,0.9965
0.8082,0.9968
0.7999,0.9965
0.8115,0.9960
0.8079,0.9955
0.7936,0.9940
0.8009,0.9955
0.8173,0.9965
0.8078,0.9959
0.8081,0.9957
0.7974,0.9947
0.7987,0.9972
0.8086,0.9985
0.8082,0.9978
0.8009,0.9962
0.8089,0.9980
0.8103,0.9955
0.8131,0.9965
0.8038,0.9976
0.8012,0.9954
0.7908,0.9939
0.8107,0.9969
0.8004,0.9957
0.8075,0.9960
0.8006,0.9961
0.7968,0.9955
0.8051,0.9956
0.8008,0.9964
0.8002,0.9961
0.8053,0.9944
0.7985,0.9975
0.7967,0.9945
0.8077,0.9958
0.8030,0.9948
0.7990,0.9948
0.8080,0.9959
0.8062,0.9952
0.7973,0.9957
0.8065,0.9951
0.8072,0.9958
0.8090,0.9966
0.7933,0.9957
0.8038,0.9968
0.8082,0.9966
0.7975,0.9947
0.8015,0.9951
0.8144,0.9964
0.8057,0.9954
0.8018,0.9946
0.8155,0.9944
0.8003,0.9933
0.7962,0.9951
0.8069,0.9970
0.7907,0.9960
0.8039,0.9963
0.7886,0.9942
0.7938,0.9925
0.7982,0.9970
0.8042,0.9963
0.7879,0.9963
0.7963,0.9955
0.8077,0.9958
0.7900,0.9945
0.7967,0.9968
0.7966,0.9957
0.8022,0.9950
0.8047,0.9968
0.8005,0.9972
0.8038,0.9968
0.8046,0.9973
0.7963,0.9953
0.8029,0.9975
0.7981,0.9973
0.8026,0.9946
0.7957,0.9958
0.7986,0.9963
0.8062,0.9970
0.8034,0.9965
0.7948,0.9934
0.8008,0.9958
0.8028,0.9948
0.7893,0.9950
0.7999,0.9960
0.7920,0.9947
0.8075,0.9980
0.8058,0.9953
0.8025,0.9941
0.8003,0.9951
0.7979,0.9960
0.8043,0.9953
0.8040,0.9953
0.8018,0.9962
0.8034,0.9963
0.7968,0.9948
0.8006,0.9971
0.8032,0.9957
0.7994,0.9955
0.8072,0.9973
0.8002,0.9945
0.7988,0.9958
0.8073,0.9951
0.8014,0.9950
0.8085,0.9956
0.8082,0.9960
0.8053,0.9966
0.8046,0.9983
0.7971,0.9968
0.8077,0.9968
0.8011,0.9961
0.8062,0.9965
0.8063,0.9983
0.8055,0.9978
0.8001,0.9978
0.8020,0.9975
0.7912,0.9975
0.7895,0.9985
0.7941,0.9982
0.7971,0.9965
0.7931,0.9975
0.7888,0.9970
0.7984,0.9971
0.7977,0.9955
0.7904,0.9970
0.8030,0.9958
0.8023,0.9963
0.7965,0.9972
0.7979,0.9975
0.7991,0.9968
0.8002,0.9975
0.7930,0.9930
0.7729,0.9929
0.7847,0.9895
0.7807,0.9938
0.7724,0.9910
0.7878,0.9904
0.7926,0.9907
0.7733,0.9890
0.7545,0.9797
0.7588,0.9831
0.7857,0.9897
0.7648,0.9848
0.7595,0.9828
0.7602,0.9781
0.7604,0.9854
0.7531,0.9818
0.7486,0.9800
0.7547,0.9795
0.7580,0.9797
0.7625,0.9766
0.7619,0.9821
0.7555,0.9816
0.7521,0.9815
0.7574,0.9818
0.7569,0.9806
0.7520,0.9806
0.7526,0.9810
0.7459,0.9822
0.7577,0.9824
0.7513,0.9784
0.7433,0.9838
0.7576,0.9833
0.7463,0.9806
0.7378,0.9833
0.7474,0.9808
0.7534,0.9817
0.7630,0.9864
0.7567,0.9859
0.7549,0.9807
0.7452,0.9823
0.7581,0.9836
0.7663,0.9840
0.7527,0.9844
0.7712,0.9855
0.7673,0.9866
0.7594,0.9867
0.7706,0.9882
0.7576,0.9812
0.7674,0.9852
0.7684,0.9857
0.7671,0.9863
0.7565,0.9800
0.7682,0.9844
0.7600,0.9824
0.7563,0.9836
0.7435,0.9865
0.7525,0.9850
0.7565,0.9845
0.7495,0.9798
0.7543,0.9878
0.7630,0.9836
0.7582,0.9849
0.7461,0.9825
0.7477,0.9807
0.7437,0.9806
0.7505,0.9799
0.7564,0.9800
0.7574,0.9831
0.7563,0.9811
0.7607,0.9846
0.7649,0.9872
0.7659,0.9862
0.7606,0.9825
0.7554,0.9850
0.7515,0.9802
0.7653,0.9820
0.7610,0.9847
0.7602,0.9852
0.7440,0.9849
0.7588,0.9821
0.7554,0.9846
0.7524,0.9848
0.7487,0.9869
0.7584,0.9854
0.7591,0.9802
0.7614,0.9826
0.7633,0.9864
0.7555,0.9795
0.7550,0.9847
0.7660,0.9872
0.7637,0.9847
0.7553,0.9817
0.7430,0.9812
0.7632,0.9786
0.7528,0.9859
0.7503,0.9805
0.7491,0.9813
0.7430,0.9818
0.7565,0.9808
0.7537,0.9820
0.7473,0.9818
0.7610,0.9829
0.7575,0.9816
0.7573,0.9798
0.7552,0.9825
0.7514,0.9762
0.7559,0.9779
0.7460,0.9788
0.7491,0.9807
0.7450,0.9802
0.7407,0.9804
0.7453,0.9807
0.7495,0.9788
0.7491,0.9749
0.7449,0.9802
0.7468,0.9768
0.7456,0.9733
0.7551,0.9786
0.7500,0.9802
0.7461,0.9794
0.7539,0.9844
0.7465,0.9834
0.7399,0.9832
0.7459,0.9808
0.7449,0.9825
0.7529,0.9840
0.7539,0.9797
0.7415,0.9845
0.7417,0.9847
0.7473,0.9777
0.7409,0.9830
0.7452,0.9797
0.7401,0.9821
0.7554,0.9844
0.7496,0.9834
0.7407,0.9810
0.7462,0.9755
0.7403,0.9810
0.7464,0.9813
0.7363,0.9860
0.7440,0.9810
0.7470,0.9822
0.7519,0.9783
0.7437,0.9800
0.7658,0.9838
0.7413,0.9790
0.7499,0.9787
0.7481,0.9822
0.7473,0.9805
0.7481,0.9831
0.7481,0.9852
0.7408,0.9838
0.7432,0.9815
0.7460,0.9842
0.7468,0.9806
0.7434,0.9873
0.7365,0.9839
0.7406,0.9861
0.7349,0.9803
0.7413,0.9827
0.7357,0.9794
0.7399,0.9767
0.7304,0.9783
0.7271,0.9827
0.7293,0.9819
0.7384,0.9824
0.7334,0.9776
0.7322,0.9814
0.7429,0.9837
0.7325,0.9749
0.7458,0.9818
0.7392,0.9775
0.7439,0.9789
0.7478,0.9769
0.7398,0.9807
0.7351,0.9720
0.7370,0.9763
0.7412,0.9768
0.7434,0.9816
0.7476,0.9800
0.7401,0.9829
0.7475,0.9798
0.7427,0.9811
0.7423,0.9781
0.7270,0.9743
0.7354,0.9809
0.7469,0.9845
0.7316,0.9741
0.7220,0.9670
0.7184,0.9688
0.7358,0.9697
0.7217,0.9729
0.7268,0.9679
0.7387,0.9757
0.7429,0.9773
0.7232,0.9772
0.7306,0.9809
0.7388,0.9820
0.7303,0.9782
0.7330,0.9799
0.7267,0.9743
0.7287,0.9729
0.7306,0.9696
0.7293,0.9715
0.7279,0.9745
0.7124,0.9671
0.7209,0.9631
0.7283,0.9666
0.7229,0.9664
0.7276,0.9643
0.7228,0.9676
0.7197,0.9646
0.7294,0.9765
0.7321,0.9721
0.7360,0.9767
0.7466,0.9786
0.7329,0.9769
0.7425,0.9794
0.7491,0.9800
0.7221,0.9755
0.7347,0.9778
0.7409,0.9753
0.7304,0.9751
0.7367,0.9732
0.7252,0.9697
0.7349,0.9757
0.7385,0.9745
0.7526,0.9817
0.7421,0.9798
0.7600,0.9833
0.7534,0.9775
0.7453,0.9794
0.7440,0.9750
0.7453,0.9793
0.7468,0.9802
0.7332,0.9732
0.7415,0.9795
0.7428,0.9797
0.7365,0.9708
0.7326,0.9687
0.7287,0.9743
0.7280,0.9739
0.7435,0.9775
0.7524,0.9832
0.7447,0.9799
0.7470,0.9811
0.7380,0.9883
0.7638,0.9927
0.7686,0.9913
0.7692,0.9935
0.7638,0.9930
0.7729,0.9923
0.7513,0.9891
0.7520,0.9864
0.7577,0.9857
0.7571,0.9876
0.7534,0.9866
0.7572,0.9903
0.7534,0.9852
0.7425,0.9806
0.7485,0.9793
0.7522,0.9867
0.7573,0.9869
0.7593,0.9916
0.7730,0.9911
0.7857,0.9942
0.7751,0.9923
0.7887,0.9947
0.7898,0.9963
0.7895,0.9980
0.7918,0.9970
0.7905,0.9951
0.7891,0.9958
0.7891,0.9960
0.7821,0.9960
0.7813,0.9963
0.7815,0.9952
0.7974,0.9921
0.7903,0.9951
0.7973,0.9944
0.7803,0.9935
0.7899,0.9950
0.7845,0.9927
0.7942,0.9948
0.7877,0.9952
0.7805,0.9955
0.7819,0.9945
0.7900,0.9966
0.7859,0.9955
0.7868,0.9945
0.7915,0.9949
0.7856,0.9955
0.7873,0.9978
0.7883,0.9945
0.7898,0.9970
0.7871,0.9965
0.8008,0.9949
0.7857,0.9952
0.7830,0.9961
0.7961,0.9961
0.7894,0.9956
0.7887,0.9967
0.7938,0.9958
0.7955,0.9961
0.7910,0.9941
0.7896,0.9961
0.7761,0.9956
0.7834,0.9925
0.7794,0.9930
0.7941,0.9941
0.7835,0.9935
0.7893,0.9946
0.7922,0.9970
0.7832,0.9939
0.7886,0.9966
0.7934,0.9963
0.8019,0.9978
0.7940,0.9980
0.7956,0.9953
0.7874,0.9964
0.7802,0.9950
0.7897,0.9966
0.7901,0.9956
0.7950,0.9951
0.7944,0.9965
0.7815,0.9960
0.7887,0.9962
0.7884,0.9970
0.7872,0.9975
0.7937,0.9973
0.7974,0.9983
0.7952,0.9976
0.7846,0.9952
0.7990,0.9964
0.8037,0.9944
0.7870,0.9949
0.7899,0.9977
0.8041,0.9963
0.7973,0.9951
0.7978,0.9937
0.7952,0.9956
0.7889,0.9935
0.7866,0.9956
0.7831,0.9945
0.7944,0.9961
0.7963,0.9951
0.7858,0.9962
0.7909,0.9963
0.7842,0.9938
0.7756,0.9913
0.7627,0.9919
0.7825,0.9924
0.7835,0.9945
0.7881,0.9942
0.7830,0.9946
0.7870,0.9962
0.7849,0.9951
0.7941,0.9959
0.7978,0.9956
0.7906,0.9973
0.7841,0.9955
0.7847,0.9953
0.7993,0.9969
0.7900,0.9958
0.7964,0.9973
0.7946,0.9963
0.7914,0.9957
0.7903,0.9970
0.7898,0.9968
0.7963,0.9958
0.7933,0.9976
0.7966,0.9966
0.7857,0.9955
0.7891,0.9958
0.7937,0.9965
0.7885,0.9950
0.7997,0.9954
0.7970,0.9958
0.7858,0.9942
0.7934,0.9977
0.7948,0.9953
0.7969,0.9971
0.7967,0.9945
0.7912,0.9966
0.7982,0.9956
0.7976,0.9973
0.7897,0.9966
0.7921,0.9943
0.7961,0.9970
0.7824,0.9980
0.7935,0.9965
0.7890,0.9957
0.8016,0.9949
0.8039,0.9961
0.8001,0.9976
0.7903,0.9961
0.7934,0.9948
0.7918,0.9957
0.7980,0.9950
0.7963,0.9963
0.7940,0.9965
0.8027,0.9968
0.7864,0.9968
0.7913,0.9954
