0.7965,0.9974
0.8177,0.9925
0.8256,0.9927
0.8104,0.9949
0.8210,0.9952
0.8127,1.0000
0.8254,0.9949
0.7865,0.9975
0.8000,0.9950
0.8207,1.0000
0.8198,0.9951
0.8084,0.9975
0.8098,0.9951
0.8078,0.9905
0.8021,0.9949
0.8213,0.9975
0.7846,0.9900
0.7853,0.9898
0.7896,0.9924
0.7843,0.9853
0.7974,0.9925
0.8050,0.9891
0.7992,0.9952
0.8037,0.9975
0.8128,0.9974
0.7704,0.9876
0.7737,1.0000
0.7995,1.0000
0.8115,0.9952
0.7886,0.9893
0.7908,0.9974
0.8079,0.9976
0.7977,1.0000
0.8015,0.9976
0.8163,0.9975
0.8044,0.9875
0.7977,0.9898
0.8200,0.9977
0.8308,0.9975
0.8190,0.9950
0.7944,0.9975
0.8039,0.9926
0.8198,0.9976
0.8130,0.9953
0.8243,0.9927
0.8285,0.9952
0.7765,0.9923
0.7917,0.9926
0.8186,0.9953
0.7725,0.9916
0.8023,0.9875
0.7854,1.0000
0.8028,0.9975
0.7930,0.9948
0.7885,0.9926
0.8033,0.9953
0.8105,1.0000
0.8202,0.9975
0.7706,0.9900
0.7943,0.9949
0.8248,1.0000
0.7969,0.9974
0.8230,0.9922
0.7972,0.9899
0.7960,1.0000
0.8189,0.9929
0.7878,0.9904
0.7940,0.9923
0.8025,0.9853
0.7885,0.9900
0.8098,0.9975
0.8087,0.9950
0.8041,0.9973
0.7917,0.9975
0.7799,0.9950
0.7858,0.9924
0.7757,0.9949
0.8183,0.9951
0.7961,0.9952
0.8106,0.9928
0.8074,0.9948
0.7973,0.9899
0.7945,0.9950
0.8085,0.9947
0.7977,0.9928
0.8255,0.9911
0.8043,0.9975
0.7867,0.9975
0.7972,0.9974
0.7762,0.9871
0.8189,0.9948
0.7845,0.9950
0.7856,0.9975
0.8069,0.9976
0.7917,1.0000
0.8015,0.9859
0.7861,0.9974
0.8048,1.0000
0.8069,0.9950
0.8183,0.9929
0.8286,0.9948
0.8095,0.9952
0.8074,1.0000
0.8156,0.9950
0.8053,0.9950
0.8117,0.9952
0.7920,0.9950
0.8050,0.9925
0.7762,0.9972
0.8025,0.9876
0.7861,0.9895
0.8283,1.0000
0.8119,0.9900
0.8206,0.9928
0.8127,0.9952
0.8135,0.9880
0.8381,0.9927
0.7766,0.9899
0.8048,0.9975
0.8236,0.9929
0.7792,1.0000
0.8096,1.0000
0.8112,0.9949
0.8134,0.9975
0.8010,0.9975
0.7886,0.9924
0.8186,1.0000
0.8183,0.9976
0.7985,0.9952
0.8237,0.9953
0.8047,0.9901
0.7955,1.0000
0.8015,0.9951
0.8052,0.9950
0.8042,0.9976
0.7720,0.9949
0.7939,0.9875
0.7885,0.9923
0.8013,1.0000
0.8099,0.9927
0.8198,1.0000
0.7962,1.0000
0.8155,0.9976
0.8106,0.9921
0.8078,0.9976
0.7871,0.9974
0.8144,0.9951
0.8062,0.9858
0.7992,0.9928
0.7792,0.9948
0.8085,0.9976
0.8008,0.9976
0.7792,0.9918
0.7791,0.9948
0.7834,0.9897
0.7995,0.9924
0.8240,1.0000
0.7807,0.9926
0.7950,0.9920
0.7863,0.9974
0.7899,1.0000
0.8122,0.9977
0.8036,0.9975
0.8249,0.9953
0.7807,0.9954
0.7724,0.9973
0.8020,0.9926
0.7901,0.9897
0.8093,0.9858
0.8149,0.9928
0.7941,0.9896
0.8076,0.9903
0.7781,0.9951
0.8099,0.9976
0.7946,0.9902
0.7837,0.9973
0.7836,0.9905
0.8231,0.9976
0.7700,0.9920
0.7772,0.9947
0.7825,0.9975
0.8160,0.9878
0.8148,0.9878
0.7876,0.9850
0.7901,0.9976
0.7873,0.9950
0.8038,0.9975
0.8020,0.9975
0.8035,0.9904
0.7688,0.9924
0.8166,1.0000
0.7875,0.9950
0.7879,0.9923
0.8063,0.9906
0.8122,1.0000
0.8120,0.9925
0.7828,0.9871
0.7814,0.9974
0.8159,0.9934
0.7951,0.9923
0.7737,0.9850
0.7946,0.9879
0.7839,0.9923
0.7766,0.9828
0.7735,0.9900
0.7688,0.9896
0.7690,0.9774
0.6976,0.9614
0.7731,0.9924
0.7675,0.9874
0.7518,0.9871
0.7603,0.9696
0.7581,0.9645
0.7255,0.9853
0.6936,0.9737
0.7280,0.9700
0.7573,0.9780
0.7526,0.9833
0.7552,0.9821
0.7258,0.9845
0.7805,0.9746
0.7682,0.9837
